case_id,timestamp,state_feature_vector,action_taken,reward_causal,was_safe,next_state
,2025-12-18T20:33:27.666938,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.667129,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.667300,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.667474,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.669180,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.669534,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.669692,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.670169,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.670482,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.670785,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.670942,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.671095,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.671535,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.672381,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.673430,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.673581,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.673724,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.673866,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.674145,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.674840,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.675124,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.675274,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.675595,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_e3613088-c573-49a9-a979-fade38805048,200.0,True,terminal
,2025-12-18T20:33:27.675779,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.676204,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.676353,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.676500,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.676911,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.677328,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.678031,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.695347,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.695882,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.696184,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.696339,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.696949,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.697577,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.697897,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.699259,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.699433,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.699580,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.700008,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.700168,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.700852,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_e3613088-c573-49a9-a979-fade38805048,-5,True,terminal
,2025-12-18T20:33:27.701021,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.701178,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.701335,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.701676,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.701975,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.702559,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.702872,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_e3613088-c573-49a9-a979-fade38805048,200.0,True,terminal
,2025-12-18T20:33:27.703312,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.703650,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.704222,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.704522,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.704813,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.705268,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.706123,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.706277,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.706570,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.706742,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.706893,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.707044,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.707189,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.707560,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.708426,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.708868,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.709429,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.709707,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.710827,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.711133,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.711817,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.711966,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.712248,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.712803,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.712953,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.713100,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.713250,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_b2395c19-2ec3-48a9-bbe6-f6b84a0b3dd5,-5,True,terminal
,2025-12-18T20:33:27.714381,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.715262,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.715682,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.715971,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.716435,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.716721,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.718421,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_b2395c19-2ec3-48a9-bbe6-f6b84a0b3dd5,200.0,True,terminal
,2025-12-18T20:33:27.718592,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.718752,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.718908,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.719064,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.719390,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_e3613088-c573-49a9-a979-fade38805048,-5,True,terminal
,2025-12-18T20:33:27.720737,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,-5,True,terminal
,2025-12-18T20:33:27.720885,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.721193,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.721740,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.721897,gateway=node_e601f5fe-67e0-4c28-936e-4cc240f02f35,node_4284b526-f0c2-4287-9578-12140ad9dc32,200.0,True,terminal
,2025-12-18T20:33:27.722181,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.722647,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.723963,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.725430,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.726486,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.727027,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.727710,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.728490,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.728689,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.729523,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.729667,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,200.0,True,terminal
,2025-12-18T20:33:27.730334,gateway=node_c3662b1a-1db7-4d60-80d0-2e720aaa7336,node_f21d8676-a5e2-4c36-aaa5-4e7c8edc2c66,-5,True,terminal
,2025-12-18T20:33:27.736339,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.772772,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.773870,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.774055,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.778179,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.778337,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.779027,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.779459,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.779616,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.780110,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.781590,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.783791,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.783952,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6a758ce5-a96d-44d2-8063-fc4f0d0a1117,200.0,True,terminal
,2025-12-18T20:33:27.784446,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.785586,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.787577,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.788427,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.791565,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.791986,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.793595,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.794138,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.794698,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.794850,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,-5,True,terminal
,2025-12-18T20:33:27.795612,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.795758,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.796195,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.797124,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.797874,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
,2025-12-18T20:33:27.798543,gateway=node_6532c895-9c84-4ac2-8d28-7db1a41aa695,node_6b2d5336-3298-45f8-9934-a457f5d0437e,200.0,True,terminal
